sale_id,date,store_id,product_id,quantity_sold,unit_price,revenue
SL0000STR05PRD018,2024-01-01,STR05,PRD018,12,3769.13,45229.52
SL0000STR05PRD020,2024-01-01,STR05,PRD020,10,3865.25,38652.45
SL0000STR05PRD011,2024-01-01,STR05,PRD011,10,1476.84,14768.39
SL0000STR05PRD039,2024-01-01,STR05,PRD039,10,3473.0,34730.05
SL0000STR05PRD024,2024-01-01,STR05,PRD024,11,2268.47,24953.13
SL0000STR05PRD029,2024-01-01,STR05,PRD029,7,4649.35,32545.47
SL0000STR05PRD014,2024-01-01,STR05,PRD014,11,4874.79,53622.67
SL0000STR05PRD048,2024-01-01,STR05,PRD048,15,339.95,5099.31
SL0000STR05PRD027,2024-01-01,STR05,PRD027,9,1713.05,15417.45
SL0000STR05PRD006,2024-01-01,STR05,PRD006,12,581.15,6973.78
SL0000STR06PRD035,2024-01-01,STR06,PRD035,8,4366.74,34933.88
SL0000STR06PRD048,2024-01-01,STR06,PRD048,6,330.28,1981.68
SL0000STR06PRD049,2024-01-01,STR06,PRD049,8,369.03,2952.26
SL0000STR06PRD050,2024-01-01,STR06,PRD050,10,2880.4,28804.01
SL0000STR06PRD039,2024-01-01,STR06,PRD039,9,3285.6,29570.4
SL0000STR06PRD015,2024-01-01,STR06,PRD015,11,4149.01,45639.13
SL0000STR06PRD032,2024-01-01,STR06,PRD032,10,2276.56,22765.56
SL0000STR06PRD045,2024-01-01,STR06,PRD045,10,3455.85,34558.47
SL0000STR06PRD018,2024-01-01,STR06,PRD018,6,3831.89,22991.36
SL0000STR06PRD028,2024-01-01,STR06,PRD028,6,347.91,2087.44
SL0000STR06PRD044,2024-01-01,STR06,PRD044,9,1878.21,16903.89
SL0000STR06PRD002,2024-01-01,STR06,PRD002,9,460.27,4142.4
SL0000STR06PRD025,2024-01-01,STR06,PRD025,4,4149.57,16598.26
SL0000STR06PRD022,2024-01-01,STR06,PRD022,5,4875.99,24379.93
SL0000STR06PRD026,2024-01-01,STR06,PRD026,9,846.87,7621.83
SL0000STR06PRD011,2024-01-01,STR06,PRD011,10,1404.57,14045.75
SL0000STR06PRD030,2024-01-01,STR06,PRD030,9,880.4,7923.63
SL0000STR06PRD009,2024-01-01,STR06,PRD009,9,4557.66,41018.94
SL0000STR06PRD046,2024-01-01,STR06,PRD046,10,1541.75,15417.47
SL0000STR06PRD034,2024-01-01,STR06,PRD034,8,1169.06,9352.52
SL0000STR06PRD013,2024-01-01,STR06,PRD013,12,2815.11,33781.38
SL0000STR06PRD019,2024-01-01,STR06,PRD019,11,1966.09,21626.98
SL0000STR06PRD029,2024-01-01,STR06,PRD029,11,4656.44,51220.81
SL0000STR06PRD037,2024-01-01,STR06,PRD037,10,2306.65,23066.49
SL0000STR06PRD001,2024-01-01,STR06,PRD001,7,3581.6,25071.19
SL0000STR06PRD003,2024-01-01,STR06,PRD003,6,1222.03,7332.2
SL0000STR06PRD021,2024-01-01,STR06,PRD021,10,366.79,3667.91
SL0000STR06PRD014,2024-01-01,STR06,PRD014,7,4808.58,33660.09
SL0000STR07PRD050,2024-01-01,STR07,PRD050,6,2969.37,17816.24
SL0000STR07PRD024,2024-01-01,STR07,PRD024,9,2366.08,21294.69
SL0000STR07PRD011,2024-01-01,STR07,PRD011,10,1468.21,14682.11
SL0000STR07PRD039,2024-01-01,STR07,PRD039,13,3405.46,44270.93
SL0000STR07PRD047,2024-01-01,STR07,PRD047,9,317.69,2859.2
SL0000STR07PRD008,2024-01-01,STR07,PRD008,15,4882.86,73242.85
SL0000STR07PRD048,2024-01-01,STR07,PRD048,4,336.91,1347.62
SL0000STR07PRD020,2024-01-01,STR07,PRD020,7,3627.71,25393.94
SL0000STR07PRD007,2024-01-01,STR07,PRD007,9,1379.44,12414.93
SL0000STR07PRD038,2024-01-01,STR07,PRD038,11,3150.55,34656.08
SL0000STR07PRD002,2024-01-01,STR07,PRD002,5,476.51,2382.55
SL0000STR07PRD043,2024-01-01,STR07,PRD043,7,2059.73,14418.11
SL0000STR07PRD037,2024-01-01,STR07,PRD037,10,2373.83,23738.34
SL0000STR07PRD025,2024-01-01,STR07,PRD025,8,4299.0,34391.97
SL0000STR07PRD026,2024-01-01,STR07,PRD026,12,838.13,10057.59
SL0000STR07PRD013,2024-01-01,STR07,PRD013,12,2683.14,32197.73
SL0000STR07PRD005,2024-01-01,STR07,PRD005,9,3384.14,30457.22
SL0000STR07PRD016,2024-01-01,STR07,PRD016,11,1330.78,14638.56
SL0000STR07PRD042,2024-01-01,STR07,PRD042,9,535.81,4822.31
SL0000STR07PRD023,2024-01-01,STR07,PRD023,6,3912.55,23475.33
SL0000STR07PRD041,2024-01-01,STR07,PRD041,6,969.38,5816.27
SL0000STR07PRD010,2024-01-01,STR07,PRD010,13,3462.7,45015.09
SL0000STR07PRD028,2024-01-01,STR07,PRD028,8,345.98,2767.82
SL0000STR08PRD028,2024-01-01,STR08,PRD028,14,320.24,4483.29
SL0000STR08PRD047,2024-01-01,STR08,PRD047,7,347.89,2435.22
SL0000STR08PRD038,2024-01-01,STR08,PRD038,8,3174.72,25397.73
SL0000STR08PRD018,2024-01-01,STR08,PRD018,13,3819.96,49659.44
SL0000STR08PRD021,2024-01-01,STR08,PRD021,9,364.04,3276.39
SL0000STR08PRD016,2024-01-01,STR08,PRD016,13,1410.83,18340.74
SL0000STR08PRD006,2024-01-01,STR08,PRD006,4,566.54,2266.15
SL0000STR08PRD049,2024-01-01,STR08,PRD049,10,392.05,3920.48
SL0000STR08PRD029,2024-01-01,STR08,PRD029,7,4886.53,34205.71
SL0000STR08PRD045,2024-01-01,STR08,PRD045,7,3600.6,25204.21
SL0000STR08PRD030,2024-01-01,STR08,PRD030,9,832.08,7488.74
SL0000STR08PRD037,2024-01-01,STR08,PRD037,9,2323.19,20908.7
SL0000STR08PRD025,2024-01-01,STR08,PRD025,7,4442.67,31098.7
SL0000STR08PRD022,2024-01-01,STR08,PRD022,6,4762.72,28576.3
SL0000STR08PRD002,2024-01-01,STR08,PRD002,10,484.27,4842.68
SL0000STR08PRD032,2024-01-01,STR08,PRD032,12,2212.67,26552.01
SL0000STR08PRD046,2024-01-01,STR08,PRD046,8,1523.4,12187.17
SL0000STR08PRD012,2024-01-01,STR08,PRD012,10,1078.96,10789.62
SL0000STR08PRD035,2024-01-01,STR08,PRD035,5,4643.28,23216.42
SL0000STR08PRD007,2024-01-01,STR08,PRD007,5,1336.38,6681.89
SL0000STR08PRD033,2024-01-01,STR08,PRD033,7,374.37,2620.61
SL0000STR08PRD026,2024-01-01,STR08,PRD026,5,788.07,3940.37
SL0000STR08PRD009,2024-01-01,STR08,PRD009,11,4322.79,47550.66
SL0000STR08PRD011,2024-01-01,STR08,PRD011,11,1371.88,15090.64
SL0000STR08PRD050,2024-01-01,STR08,PRD050,10,2826.02,28260.18
SL0000STR08PRD020,2024-01-01,STR08,PRD020,16,3646.89,58350.22
SL0000STR08PRD023,2024-01-01,STR08,PRD023,8,3868.38,30947.07
SL0000STR08PRD042,2024-01-01,STR08,PRD042,14,548.67,7681.35
SL0000STR08PRD043,2024-01-01,STR08,PRD043,6,1996.84,11981.01
SL0000STR09PRD048,2024-01-01,STR09,PRD048,11,324.66,3571.24
SL0000STR09PRD031,2024-01-01,STR09,PRD031,8,3956.81,31654.45
SL0000STR09PRD018,2024-01-01,STR09,PRD018,12,3789.23,45470.78
SL0000STR09PRD047,2024-01-01,STR09,PRD047,8,341.39,2731.1
SL0000STR09PRD038,2024-01-01,STR09,PRD038,11,3180.34,34983.72
SL0000STR09PRD034,2024-01-01,STR09,PRD034,10,1084.47,10844.74
SL0000STR09PRD039,2024-01-01,STR09,PRD039,13,3310.19,43032.45
SL0000STR09PRD019,2024-01-01,STR09,PRD019,6,2022.72,12136.29
SL0000STR09PRD007,2024-01-01,STR09,PRD007,7,1337.73,9364.08
SL0000STR09PRD013,2024-01-01,STR09,PRD013,9,2819.39,25374.55
SL0000STR09PRD043,2024-01-01,STR09,PRD043,12,2010.72,24128.61
SL0000STR09PRD015,2024-01-01,STR09,PRD015,6,4374.84,26249.06
SL0000STR09PRD024,2024-01-01,STR09,PRD024,7,2207.33,15451.29
SL0000STR09PRD012,2024-01-01,STR09,PRD012,8,1039.81,8318.48
SL0000STR09PRD020,2024-01-01,STR09,PRD020,11,3787.99,41667.9
SL0000STR09PRD001,2024-01-01,STR09,PRD001,8,3749.33,29994.62
SL0000STR09PRD009,2024-01-01,STR09,PRD009,9,4515.64,40640.79
SL0000STR09PRD050,2024-01-01,STR09,PRD050,10,2814.11,28141.06
SL0000STR09PRD003,2024-01-01,STR09,PRD003,8,1239.06,9912.47
SL0000STR09PRD002,2024-01-01,STR09,PRD002,8,501.92,4015.39
SL0000STR09PRD033,2024-01-01,STR09,PRD033,9,351.71,3165.38
SL0000STR10PRD008,2024-01-01,STR10,PRD008,12,4700.01,56400.15
SL0000STR10PRD036,2024-01-01,STR10,PRD036,13,3251.79,42273.33
SL0000STR10PRD027,2024-01-01,STR10,PRD027,9,1584.26,14258.35
SL0000STR10PRD039,2024-01-01,STR10,PRD039,12,3214.9,38578.77
SL0000STR10PRD047,2024-01-01,STR10,PRD047,6,331.32,1987.93
SL0000STR10PRD040,2024-01-01,STR10,PRD040,11,1292.87,14221.52
SL0000STR10PRD015,2024-01-01,STR10,PRD015,10,4133.99,41339.87
SL0000STR10PRD034,2024-01-01,STR10,PRD034,10,1109.47,11094.66
SL0000STR10PRD025,2024-01-01,STR10,PRD025,8,4449.28,35594.27
SL0000STR10PRD029,2024-01-01,STR10,PRD029,10,4990.3,49903.02
SL0000STR10PRD041,2024-01-01,STR10,PRD041,13,953.86,12400.24
SL0000STR10PRD020,2024-01-01,STR10,PRD020,8,3862.16,30897.28
SL0000STR10PRD038,2024-01-01,STR10,PRD038,11,3452.36,37975.93
SL0000STR10PRD028,2024-01-01,STR10,PRD028,8,346.42,2771.38
SL0000STR10PRD046,2024-01-01,STR10,PRD046,5,1537.69,7688.46
SL0000STR10PRD004,2024-01-01,STR10,PRD004,10,2160.9,21608.98
SL0000STR10PRD007,2024-01-01,STR10,PRD007,5,1418.33,7091.66
SL0000STR10PRD014,2024-01-01,STR10,PRD014,8,4911.1,39288.78
SL0000STR10PRD033,2024-01-01,STR10,PRD033,16,368.57,5897.04
SL0000STR10PRD009,2024-01-01,STR10,PRD009,11,4498.44,49482.8
SL0000STR10PRD022,2024-01-01,STR10,PRD022,6,5055.2,30331.19
SL0000STR10PRD003,2024-01-01,STR10,PRD003,8,1240.92,9927.36
SL0001STR01PRD004,2024-01-02,STR01,PRD004,4,2147.47,8589.87
SL0001STR01PRD011,2024-01-02,STR01,PRD011,4,1481.5,5926.0
SL0001STR01PRD020,2024-01-02,STR01,PRD020,9,3880.03,34920.31
SL0001STR01PRD039,2024-01-02,STR01,PRD039,10,3418.24,34182.38
SL0001STR01PRD037,2024-01-02,STR01,PRD037,9,2276.41,20487.73
SL0001STR01PRD019,2024-01-02,STR01,PRD019,5,1972.08,9860.41
SL0001STR01PRD029,2024-01-02,STR01,PRD029,7,4976.27,34833.89
SL0001STR01PRD008,2024-01-02,STR01,PRD008,8,5042.38,40339.05
SL0001STR01PRD030,2024-01-02,STR01,PRD030,8,874.94,6999.49
SL0001STR01PRD048,2024-01-02,STR01,PRD048,5,315.66,1578.3
SL0001STR01PRD026,2024-01-02,STR01,PRD026,6,827.9,4967.43
SL0001STR01PRD018,2024-01-02,STR01,PRD018,14,3857.84,54009.73
SL0001STR01PRD033,2024-01-02,STR01,PRD033,12,369.73,4436.73
SL0001STR01PRD035,2024-01-02,STR01,PRD035,5,4651.07,23255.33
SL0001STR01PRD032,2024-01-02,STR01,PRD032,9,2146.54,19318.84
SL0001STR01PRD044,2024-01-02,STR01,PRD044,7,1929.57,13507.01
SL0001STR01PRD006,2024-01-02,STR01,PRD006,5,552.73,2763.64
SL0001STR02PRD012,2024-01-02,STR02,PRD012,6,1067.85,6407.09
SL0001STR02PRD038,2024-01-02,STR02,PRD038,13,3467.68,45079.88
SL0001STR02PRD028,2024-01-02,STR02,PRD028,10,333.5,3335.03
SL0001STR02PRD041,2024-01-02,STR02,PRD041,8,959.67,7677.35
SL0001STR02PRD032,2024-01-02,STR02,PRD032,12,2326.89,27922.73
SL0001STR02PRD006,2024-01-02,STR02,PRD006,11,564.7,6211.75
SL0001STR02PRD031,2024-01-02,STR02,PRD031,12,3804.7,45656.36
SL0001STR02PRD023,2024-01-02,STR02,PRD023,14,3821.12,53495.69
SL0001STR02PRD027,2024-01-02,STR02,PRD027,10,1602.88,16028.78
SL0001STR02PRD022,2024-01-02,STR02,PRD022,8,4789.71,38317.67
SL0001STR02PRD021,2024-01-02,STR02,PRD021,6,373.81,2242.84
SL0001STR02PRD007,2024-01-02,STR02,PRD007,9,1376.43,12387.85
SL0001STR02PRD011,2024-01-02,STR02,PRD011,10,1463.04,14630.44
SL0001STR02PRD047,2024-01-02,STR02,PRD047,7,323.1,2261.7
SL0001STR02PRD042,2024-01-02,STR02,PRD042,8,537.28,4298.25
SL0001STR02PRD046,2024-01-02,STR02,PRD046,8,1583.65,12669.21
SL0001STR02PRD019,2024-01-02,STR02,PRD019,11,2014.49,22159.35
SL0001STR02PRD026,2024-01-02,STR02,PRD026,11,822.54,9047.94
SL0001STR02PRD003,2024-01-02,STR02,PRD003,7,1156.18,8093.25
SL0001STR02PRD015,2024-01-02,STR02,PRD015,5,4421.89,22109.44
SL0001STR02PRD035,2024-01-02,STR02,PRD035,5,4581.17,22905.84
SL0001STR02PRD049,2024-01-02,STR02,PRD049,5,376.34,1881.68
SL0001STR02PRD009,2024-01-02,STR02,PRD009,10,4281.55,42815.49
SL0001STR03PRD001,2024-01-02,STR03,PRD001,8,3634.04,29072.34
SL0001STR03PRD036,2024-01-02,STR03,PRD036,12,3194.23,38330.76
SL0001STR03PRD027,2024-01-02,STR03,PRD027,9,1691.97,15227.75
SL0001STR03PRD006,2024-01-02,STR03,PRD006,13,574.7,7471.12
SL0001STR03PRD015,2024-01-02,STR03,PRD015,11,4255.86,46814.51
SL0001STR03PRD008,2024-01-02,STR03,PRD008,5,4944.76,24723.81
SL0001STR03PRD030,2024-01-02,STR03,PRD030,4,899.06,3596.25
SL0001STR03PRD045,2024-01-02,STR03,PRD045,6,3479.43,20876.59
SL0001STR03PRD042,2024-01-02,STR03,PRD042,11,533.81,5871.94
SL0001STR03PRD010,2024-01-02,STR03,PRD010,6,3267.57,19605.39
SL0001STR03PRD032,2024-01-02,STR03,PRD032,5,2276.92,11384.6
SL0001STR03PRD019,2024-01-02,STR03,PRD019,11,2002.14,22023.54
SL0001STR03PRD033,2024-01-02,STR03,PRD033,7,382.81,2679.69
SL0001STR03PRD018,2024-01-02,STR03,PRD018,11,3875.85,42634.31
SL0001STR03PRD048,2024-01-02,STR03,PRD048,12,347.49,4169.88
SL0001STR03PRD031,2024-01-02,STR03,PRD031,6,3689.6,22137.63
SL0001STR03PRD035,2024-01-02,STR03,PRD035,9,4478.79,40309.15
SL0001STR03PRD016,2024-01-02,STR03,PRD016,7,1424.28,9969.98
SL0001STR03PRD044,2024-01-02,STR03,PRD044,10,1908.74,19087.36
SL0001STR03PRD037,2024-01-02,STR03,PRD037,12,2346.27,28155.23
SL0001STR03PRD005,2024-01-02,STR03,PRD005,14,3496.32,48948.42
SL0001STR03PRD013,2024-01-02,STR03,PRD013,5,2805.37,14026.84
SL0001STR03PRD007,2024-01-02,STR03,PRD007,9,1343.23,12089.11
SL0001STR03PRD020,2024-01-02,STR03,PRD020,6,3976.28,23857.7
SL0001STR03PRD017,2024-01-02,STR03,PRD017,12,2067.1,24805.25
SL0001STR03PRD024,2024-01-02,STR03,PRD024,9,2330.83,20977.49
SL0001STR03PRD040,2024-01-02,STR03,PRD040,4,1236.29,4945.16
SL0001STR03PRD003,2024-01-02,STR03,PRD003,11,1257.53,13832.79
SL0001STR03PRD009,2024-01-02,STR03,PRD009,13,4267.31,55474.97
SL0001STR03PRD014,2024-01-02,STR03,PRD014,8,5178.4,41427.23
SL0001STR03PRD011,2024-01-02,STR03,PRD011,9,1402.01,12618.12
SL0001STR03PRD026,2024-01-02,STR03,PRD026,3,774.32,2322.95
SL0001STR04PRD007,2024-01-02,STR04,PRD007,7,1392.92,9750.47
SL0001STR04PRD034,2024-01-02,STR04,PRD034,3,1132.55,3397.66
SL0001STR04PRD030,2024-01-02,STR04,PRD030,12,832.55,9990.6
SL0001STR04PRD001,2024-01-02,STR04,PRD001,12,3770.43,45245.2
SL0001STR04PRD010,2024-01-02,STR04,PRD010,9,3447.07,31023.61
SL0001STR04PRD027,2024-01-02,STR04,PRD027,15,1645.25,24678.77
SL0001STR04PRD042,2024-01-02,STR04,PRD042,14,545.02,7630.31
SL0001STR04PRD046,2024-01-02,STR04,PRD046,3,1579.97,4739.9
SL0001STR04PRD005,2024-01-02,STR04,PRD005,13,3346.62,43506.11
SL0001STR04PRD031,2024-01-02,STR04,PRD031,8,3900.76,31206.05
SL0001STR04PRD017,2024-01-02,STR04,PRD017,10,1966.88,19668.8
SL0001STR04PRD022,2024-01-02,STR04,PRD022,7,4796.05,33572.37
SL0001STR04PRD026,2024-01-02,STR04,PRD026,9,777.96,7001.67
SL0001STR04PRD006,2024-01-02,STR04,PRD006,10,557.67,5576.73
SL0001STR04PRD039,2024-01-02,STR04,PRD039,8,3405.45,27243.64
SL0001STR04PRD035,2024-01-02,STR04,PRD035,9,4664.39,41979.55
SL0001STR04PRD025,2024-01-02,STR04,PRD025,7,4215.21,29506.49
SL0001STR04PRD021,2024-01-02,STR04,PRD021,8,349.12,2792.92
SL0001STR04PRD032,2024-01-02,STR04,PRD032,11,2300.87,25309.62
SL0001STR04PRD028,2024-01-02,STR04,PRD028,10,340.76,3407.61
SL0001STR04PRD018,2024-01-02,STR04,PRD018,10,3640.83,36408.3
SL0001STR04PRD002,2024-01-02,STR04,PRD002,3,500.18,1500.54
